director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,tags,movie_title_lower
Mark Pellington,Jeff Bridges,Spencer Treat Clark,Hope Davis,Crime Drama Thriller,Arlington Road,Crime Drama Thriller arlington road Jeff Bridges Spencer Treat Clark Hope Davis Mark Pellington,arlington road
Juan José Campanella,Pablo Rago,Diego Ramos,Gabriel Almirón,Adventure Animation Family Sport,Underdogs,Adventure Animation Family Sport underdogs Pablo Rago Diego Ramos Gabriel Almirón Juan José Campanella,underdogs
Woody Allen,Ornella Muti,Judy Davis,Alessandra Mastronardi,Comedy Romance,To Rome With Love,Comedy Romance to rome with love Ornella Muti Judy Davis Alessandra Mastronardi Woody Allen,to rome with love
Clint Eastwood,Clint Eastwood,Warren Clarke,Kenneth Colley,Action Adventure Thriller,Firefox,Action Adventure Thriller firefox Clint Eastwood Warren Clarke Kenneth Colley Clint Eastwood,firefox
Trey Parker,Minnie Driver,Eric Idle,Trey Parker,Animation Comedy Fantasy Musical,South Park: Bigger Longer & Uncut,Animation Comedy Fantasy Musical south park: bigger longer & uncut Minnie Driver Eric Idle Trey Parker Trey Parker,south park: bigger longer & uncut
Stuart Gillard,Paige Turco,John Aylward,Matt Hill,Action Adventure Comedy Family Fantasy Sci-Fi,Teenage Mutant Ninja Turtles Iii,Action Adventure Comedy Family Fantasy Sci-Fi teenage mutant ninja turtles iii Paige Turco John Aylward Matt Hill Stuart Gillard,teenage mutant ninja turtles iii
Brian Robbins,Keanu Reeves,D.B. Sweeney,DeWayne Warren,Drama Sport,Hardball,Drama Sport hardball Keanu Reeves D.B. Sweeney DeWayne Warren Brian Robbins,hardball
David O. Russell,Jennifer Lawrence,Robert De Niro,Bradley Cooper,Comedy Drama Romance,Silver Linings Playbook,Comedy Drama Romance silver linings playbook Jennifer Lawrence Robert De Niro Bradley Cooper David O. Russell,silver linings playbook
Richard LaGravenese,Hunter Parrish,Scott Glenn,Imelda Staunton,Biography Crime Drama,Freedom Writers,Biography Crime Drama freedom writers Hunter Parrish Scott Glenn Imelda Staunton Richard LaGravenese,freedom writers
Tyler Perry,Omari Hardwick,Loretta Devine,Kimberly Elise,Drama,For Colored Girls,Drama for colored girls Omari Hardwick Loretta Devine Kimberly Elise Tyler Perry,for colored girls
Louis Leterrier,Jason Statham,Qi Shu,Matt Schulze,Action Crime Thriller,The Transporter,Action Crime Thriller the transporter Jason Statham Qi Shu Matt Schulze Louis Leterrier,the transporter
Jeff Wadlow,Djimon Hounsou,Neil Brown Jr.,Leslie Hope,Action Drama Sport,Never Back Down,Action Drama Sport never back down Djimon Hounsou Neil Brown Jr. Leslie Hope Jeff Wadlow,never back down
Katt Shea,Jason London,Rachel Blanchard,Eddie Kaye Thomas,Horror Sci-Fi Thriller,The Rage: Carrie 2,Horror Sci-Fi Thriller the rage: carrie 2 Jason London Rachel Blanchard Eddie Kaye Thomas Katt Shea,the rage: carrie 2
Sam Mendes,Catherine O'Hara,Jim Gaffigan,Carmen Ejogo,Comedy Drama Romance,Away We Go,Comedy Drama Romance away we go Catherine O'Hara Jim Gaffigan Carmen Ejogo Sam Mendes,away we go
Joshua Michael Stern,Madeline Carroll,Judge Reinhold,Nathan Lane,Comedy Drama,Swing Vote,Comedy Drama swing vote Madeline Carroll Judge Reinhold Nathan Lane Joshua Michael Stern,swing vote
Brad Silberling,Jake Gyllenhaal,Holly Hunter,Bob Clendenin,Drama Romance,Moonlight Mile,Drama Romance moonlight mile Jake Gyllenhaal Holly Hunter Bob Clendenin Brad Silberling,moonlight mile
Tomas Alfredson,Benedict Cumberbatch,Colin Firth,Gary Oldman,Drama Mystery Thriller,Tinker Tailor Soldier Spy,Drama Mystery Thriller tinker tailor soldier spy Benedict Cumberbatch Colin Firth Gary Oldman Tomas Alfredson,tinker tailor soldier spy
John Duigan,Elaine Hendrix,Jill Hennessy,Sarah Wynter,Comedy Drama Romance,Molly,Comedy Drama Romance molly Elaine Hendrix Jill Hennessy Sarah Wynter John Duigan,molly
Jodie Foster,Jennifer Lawrence,Cherry Jones,Riley Thomas Stewart,Drama,The Beaver,Drama the beaver Jennifer Lawrence Cherry Jones Riley Thomas Stewart Jodie Foster,the beaver
Colin Higgins,Dolly Parton,Barry Corbin,Dom DeLuise,Comedy Musical,The Best Little Whorehouse In Texas,Comedy Musical the best little whorehouse in texas Dolly Parton Barry Corbin Dom DeLuise Colin Higgins,the best little whorehouse in texas
David Cronenberg,Jennifer Jason Leigh,Sarah Polley,Callum Rennie,Horror Sci-Fi Thriller,Existenz,Horror Sci-Fi Thriller existenz Jennifer Jason Leigh Sarah Polley Callum Rennie David Cronenberg,existenz
Steven Spielberg,Harrison Ford,Karen Allen,William Hootkins,Action Adventure,Raiders Of The Lost Ark,Action Adventure raiders of the lost ark Harrison Ford Karen Allen William Hootkins Steven Spielberg,raiders of the lost ark
Chris Columbus,Macaulay Culkin,Kieran Culkin,Devin Ratray,Adventure Comedy Family,Home Alone 2: Lost In New York,Adventure Comedy Family home alone 2: lost in new york Macaulay Culkin Kieran Culkin Devin Ratray Chris Columbus,home alone 2: lost in new york
Steven Spielberg,Bob Balaban,Teri Garr,Melinda Dillon,Drama Sci-Fi,Close Encounters Of The Third Kind,Drama Sci-Fi close encounters of the third kind Bob Balaban Teri Garr Melinda Dillon Steven Spielberg,close encounters of the third kind
Jim Sonzero,Ian Somerhalder,Christina Milian,Rick Gonzalez,Drama Horror Sci-Fi Thriller,Pulse,Drama Horror Sci-Fi Thriller pulse Ian Somerhalder Christina Milian Rick Gonzalez Jim Sonzero,pulse
Tony Scott,Dean Stockwell,Judge Reinhold,Ronny Cox,Action Comedy Crime Thriller,Beverly Hills Cop Ii,Action Comedy Crime Thriller beverly hills cop ii Dean Stockwell Judge Reinhold Ronny Cox Tony Scott,beverly hills cop ii
Adam Shankman,Angus T. Jones,Kimberly J. Brown,Steve Harris,Comedy,Bringing Down The House,Comedy bringing down the house Angus T. Jones Kimberly J. Brown Steve Harris Adam Shankman,bringing down the house
Jonathan Demme,Anthony Hopkins,Scott Glenn,Anthony Heald,Crime Drama Horror Thriller,The Silence Of The Lambs,Crime Drama Horror Thriller the silence of the lambs Anthony Hopkins Scott Glenn Anthony Heald Jonathan Demme,the silence of the lambs
Penelope Spheeris,Tia Carrere,Lara Flynn Boyle,Kurt Fuller,Comedy Music,Wayne's World,Comedy Music wayne's world Tia Carrere Lara Flynn Boyle Kurt Fuller Penelope Spheeris,wayne's world
Jeff Tremaine,Bam Margera,Steve-O,Chris Pontius,Action Comedy Documentary,Jackass 3D,Action Comedy Documentary jackass 3d Bam Margera Steve-O Chris Pontius Jeff Tremaine,jackass 3d
Jeannot Szwarc,Roy Scheider,Murray Hamilton,Joseph Mascolo,Adventure Horror Thriller,Jaws 2,Adventure Horror Thriller jaws 2 Roy Scheider Murray Hamilton Joseph Mascolo Jeannot Szwarc,jaws 2
Raja Gosnell,Jamie Lee Curtis,Nick Zano,Ali Hillis,Adventure Comedy Drama Family Romance,Beverly Hills Chihuahua,Adventure Comedy Drama Family Romance beverly hills chihuahua Jamie Lee Curtis Nick Zano Ali Hillis Raja Gosnell,beverly hills chihuahua
James Wan,Mackenzie Foy,Lili Taylor,Hayley McFarland,Horror Mystery Thriller,The Conjuring,Horror Mystery Thriller the conjuring Mackenzie Foy Lili Taylor Hayley McFarland James Wan,the conjuring
Brian Levant,Nia Long,Tracy Morgan,Jay Mohr,Adventure Comedy Family Romance,Are We There Yet?,Adventure Comedy Family Romance are we there yet? Nia Long Tracy Morgan Jay Mohr Brian Levant,are we there yet?
Ben Falcone,Gary Cole,Mark Duplass,Ben Falcone,Comedy,Tammy,Comedy tammy Gary Cole Mark Duplass Ben Falcone Ben Falcone,tammy
D.J. Caruso,Sarah Roemer,Aaron Yoo,Jose Pablo Cantillo,Drama Mystery Thriller,Disturbia,Drama Mystery Thriller disturbia Sarah Roemer Aaron Yoo Jose Pablo Cantillo D.J. Caruso,disturbia
Richard Linklater,Miranda Cosgrove,Sarah Silverman,Mike White,Comedy Music,School Of Rock,Comedy Music school of rock Miranda Cosgrove Sarah Silverman Mike White Richard Linklater,school of rock
Paul W.S. Anderson,Christopher Lambert,Cary-Hiroyuki Tagawa,Bridgette Wilson-Sampras,Action Adventure Fantasy Sci-Fi Thriller,Mortal Kombat,Action Adventure Fantasy Sci-Fi Thriller mortal kombat Christopher Lambert Cary-Hiroyuki Tagawa Bridgette Wilson-Sampras Paul W.S. Anderson,mortal kombat
Paul McGuigan,Jessica Paré,Christopher Cousins,Mark Camacho,Drama Mystery Romance Thriller,Wicker Park,Drama Mystery Romance Thriller wicker park Jessica Paré Christopher Cousins Mark Camacho Paul McGuigan,wicker park
Keenen Ivory Wayans,Busy Philipps,Jaime King,Brittany Daniel,Comedy Crime,White Chicks,Comedy Crime white chicks Busy Philipps Jaime King Brittany Daniel Keenen Ivory Wayans,white chicks
Alexander Payne,Shailene Woodley,Nick Krause,Beau Bridges,Comedy Drama,The Descendants,Comedy Drama the descendants Shailene Woodley Nick Krause Beau Bridges Alexander Payne,the descendants
Andrew Davis,Tim Blake Nelson,Zane Holtz,Ski Carr,Adventure Comedy Drama Family Mystery,Holes,Adventure Comedy Drama Family Mystery holes Tim Blake Nelson Zane Holtz Ski Carr Andrew Davis,holes
Julie Anne Robinson,Kelly Preston,Bobby Coleman,Melissa Ordway,Drama Family Music Romance,The Last Song,Drama Family Music Romance the last song Kelly Preston Bobby Coleman Melissa Ordway Julie Anne Robinson,the last song
Steve McQueen,Quvenzhané Wallis,Scoot McNairy,Taran Killam,Biography Drama History,12 Years A Slave,Biography Drama History 12 years a slave Quvenzhané Wallis Scoot McNairy Taran Killam Steve McQueen,12 years a slave
Charles Stone III,Leonard Roberts,Nick Cannon,Jason Weaver,Comedy Drama Music Romance,Drumline,Comedy Drama Music Romance drumline Leonard Roberts Nick Cannon Jason Weaver Charles Stone III,drumline
Tyler Perry,Michael Jai White,Cicely Tyson,Tasha Smith,Comedy Drama Romance,Why Did I Get Married Too?,Comedy Drama Romance why did i get married too? Michael Jai White Cicely Tyson Tasha Smith Tyler Perry,why did i get married too?
Tim Burton,Johnny Depp,Dianne Wiest,Conchata Ferrell,Fantasy Romance,Edward Scissorhands,Fantasy Romance edward scissorhands Johnny Depp Dianne Wiest Conchata Ferrell Tim Burton,edward scissorhands
Thea Sharrock,Sam Claflin,Emilia Clarke,Brendan Coyle,Drama Romance,Me Before You,Drama Romance me before you Sam Claflin Emilia Clarke Brendan Coyle Thea Sharrock,me before you
Tyler Perry,John Amos,Tom Arnold,Romeo Miller,Comedy Crime Drama,Madea's Witness Protection,Comedy Crime Drama madea's witness protection John Amos Tom Arnold Romeo Miller Tyler Perry,madea's witness protection
Aaron Seltzer,Alyson Hannigan,Carmen Electra,Fred Willard,Comedy Romance,Date Movie,Comedy Romance date movie Alyson Hannigan Carmen Electra Fred Willard Aaron Seltzer,date movie
Robin Budd,Roger Rees,Rob Paulsen,Spencer Breslin,Adventure Animation Family Fantasy,Return To Never Land,Adventure Animation Family Fantasy return to never land Roger Rees Rob Paulsen Spencer Breslin Robin Budd,return to never land
Ava DuVernay,David Oyelowo,Tom Wilkinson,Oprah Winfrey,Biography Drama History,Selma,Biography Drama History selma David Oyelowo Tom Wilkinson Oprah Winfrey Ava DuVernay,selma
Steve Trenbirth,Haley Joel Osment,Phil Collins,Tony Jay,Adventure Animation Family Musical,The Jungle Book 2,Adventure Animation Family Musical the jungle book 2 Haley Joel Osment Phil Collins Tony Jay Steve Trenbirth,the jungle book 2
Stephen Kay,Barry Watson,Skye McCole Bartusiak,Charles Mesure,Drama Horror Mystery Thriller,Boogeyman,Drama Horror Mystery Thriller boogeyman Barry Watson Skye McCole Bartusiak Charles Mesure Stephen Kay,boogeyman
Mennan Yapo,Nia Long,Amber Valletta,Marc Macaulay,Drama Mystery Thriller,Premonition,Drama Mystery Thriller premonition Nia Long Amber Valletta Marc Macaulay Mennan Yapo,premonition
Jun Falkenstein,Kath Soucie,John Fiedler,Ken Sansom,Animation Comedy Drama Family Musical,The Tigger Movie,Animation Comedy Drama Family Musical the tigger movie Kath Soucie John Fiedler Ken Sansom Jun Falkenstein,the tigger movie
Boaz Yakin,Jay Hernandez,Joseph Julian Soria,Edgar Arreola,Adventure Family,Max,Adventure Family max Jay Hernandez Joseph Julian Soria Edgar Arreola Boaz Yakin,max
Jason Friedberg,David Carradine,Carmen Electra,Fred Willard,Adventure Comedy,Epic Movie,Adventure Comedy epic movie David Carradine Carmen Electra Fred Willard Jason Friedberg,epic movie
John Milius,William Smith,Mako,Sandahl Bergman,Adventure Fantasy,Conan The Barbarian,Adventure Fantasy conan the barbarian William Smith Mako Sandahl Bergman John Milius,conan the barbarian
Tom McCarthy,Billy Crudup,Jamey Sheridan,Brian d'Arcy James,Biography Crime Drama History,Spotlight,Biography Crime Drama History spotlight Billy Crudup Jamey Sheridan Brian d'Arcy James Tom McCarthy,spotlight
Neil LaBute,Jay Hernandez,Justin Chambers,Robert Pine,Crime Drama Thriller,Lakeview Terrace,Crime Drama Thriller lakeview terrace Jay Hernandez Justin Chambers Robert Pine Neil LaBute,lakeview terrace
Takashi Shimizu,Sarah Michelle Gellar,Sarah Roemer,Matthew Knight,Horror Thriller,The Grudge 2,Horror Thriller the grudge 2 Sarah Michelle Gellar Sarah Roemer Matthew Knight Takashi Shimizu,the grudge 2
Kevin Rodney Sullivan,Richard Lawson,James Pickens Jr.,Barry Shabaka Henley,Comedy Drama Romance,How Stella Got Her Groove Back,Comedy Drama Romance how stella got her groove back Richard Lawson James Pickens Jr. Barry Shabaka Henley Kevin Rodney Sullivan,how stella got her groove back
Peter Hewitt,Keanu Reeves,George Carlin,Alex Winter,Adventure Comedy Fantasy Music Sci-Fi,Bill & Ted's Bogus Journey,Adventure Comedy Fantasy Music Sci-Fi bill & ted's bogus journey Keanu Reeves George Carlin Alex Winter Peter Hewitt,bill & ted's bogus journey
Barry Levinson,Robin Williams,Tina Fey,Amy Poehler,Comedy Drama Romance Thriller,Man Of The Year,Comedy Drama Romance Thriller man of the year Robin Williams Tina Fey Amy Poehler Barry Levinson,man of the year
Gary Nelson,Robert Forster,Maximilian Schell,Yvette Mimieux,Action Sci-Fi,The Black Hole,Action Sci-Fi the black hole Robert Forster Maximilian Schell Yvette Mimieux Gary Nelson,the black hole
Anton Corbijn,Violante Placido,Thekla Reuten,Filippo Timi,Crime Drama Thriller,The American,Crime Drama Thriller the american Violante Placido Thekla Reuten Filippo Timi Anton Corbijn,the american
Gregory Nava,Jon Seda,Constance Marie,Jacob Vargas,Biography Drama Music,Selena,Biography Drama Music selena Jon Seda Constance Marie Jacob Vargas Gregory Nava,selena
Jason Friedberg,Diedrich Bader,Dave Foley,Anneliese van der Pol,Comedy,Vampires Suck,Comedy vampires suck Diedrich Bader Dave Foley Anneliese van der Pol Jason Friedberg,vampires suck
Alejandro G. Iñárritu,Brad Pitt,Harriet Walter,Dermot Crowley,Drama,Babel,Drama babel Brad Pitt Harriet Walter Dermot Crowley Alejandro G. Iñárritu,babel
Shawn Levy,Tina Fey,Abigail Spencer,Jane Fonda,Comedy Drama,This Is Where I Leave You,Comedy Drama this is where i leave you Tina Fey Abigail Spencer Jane Fonda Shawn Levy,this is where i leave you
John Patrick Shanley,Philip Seymour Hoffman,Meryl Streep,Carrie Preston,Drama Mystery,Doubt,Drama Mystery doubt Philip Seymour Hoffman Meryl Streep Carrie Preston John Patrick Shanley,doubt
Trey Parker,Jeremy Shada,Maurice LaMarche,Trey Parker,Action Comedy,Team America: World Police,Action Comedy team america: world police Jeremy Shada Maurice LaMarche Trey Parker Trey Parker,team america: world police
John Luessenhop,Gunnar Hansen,Keram Malicki-Sánchez,Shaun Sipos,Horror Thriller,Texas Chainsaw 3D,Horror Thriller texas chainsaw 3d Gunnar Hansen Keram Malicki-Sánchez Shaun Sipos John Luessenhop,texas chainsaw 3d
Jon Amiel,William McNamara,Holly Hunter,Harry Connick Jr.,Crime Drama Mystery Thriller,Copycat,Crime Drama Mystery Thriller copycat William McNamara Holly Hunter Harry Connick Jr. Jon Amiel,copycat
Malcolm D. Lee,Marisa Saks,Snoop Dogg,Molly Shannon,Comedy,Scary Movie 5,Comedy scary movie 5 Marisa Saks Snoop Dogg Molly Shannon Malcolm D. Lee,scary movie 5
Joshua Logan,Clint Eastwood,Lee Marvin,Ray Walston,Comedy Drama Musical Romance Western,Paint Your Wagon,Comedy Drama Musical Romance Western paint your wagon Clint Eastwood Lee Marvin Ray Walston Joshua Logan,paint your wagon
Gus Van Sant,James Franco,Denis O'Hare,Lucas Grabeel,Biography Drama History,Milk,Biography Drama History milk James Franco Denis O'Hare Lucas Grabeel Gus Van Sant,milk
Kevin Reynolds,Peter Firth,Jan Cornet,María Botto,Action Adventure Drama Mystery,Risen,Action Adventure Drama Mystery risen Peter Firth Jan Cornet María Botto Kevin Reynolds,risen
Steve Beck,Isaiah Washington,Ron Eldard,Francesca Rettondini,Horror,Ghost Ship,Horror ghost ship Isaiah Washington Ron Eldard Francesca Rettondini Steve Beck,ghost ship
Todd Strauss-Schulson,Patton Oswalt,Thomas Lennon,Paula Garcés,Adventure Comedy,A Very Harold & Kumar 3D Christmas,Adventure Comedy a very harold & kumar 3d christmas Patton Oswalt Thomas Lennon Paula Garcés Todd Strauss-Schulson,a very harold & kumar 3d christmas
John McNaughton,Bill Murray,Robert Wagner,Jeff Perry,Crime Drama Mystery Thriller,Wild Things,Crime Drama Mystery Thriller wild things Bill Murray Robert Wagner Jeff Perry John McNaughton,wild things
Nelson McCormick,Sela Ward,Paige Turco,Skyler Samuels,Crime Thriller,The Stepfather,Crime Thriller the stepfather Sela Ward Paige Turco Skyler Samuels Nelson McCormick,the stepfather
John Madden,Tom Wilkinson,Jesper Christensen,Romi Aboulafia,Drama Thriller,The Debt,Drama Thriller the debt Tom Wilkinson Jesper Christensen Romi Aboulafia John Madden,the debt
Stephen Frears,Drake Bell,Lili Taylor,Lisa Bonet,Comedy Drama Music Romance,High Fidelity,Comedy Drama Music Romance high fidelity Drake Bell Lili Taylor Lisa Bonet Stephen Frears,high fidelity
Eric Valette,Johnny Lewis,Jason Beghe,Margaret Cho,Horror Mystery,One Missed Call,Horror Mystery one missed call Johnny Lewis Jason Beghe Margaret Cho Eric Valette,one missed call
John Schlesinger,Joe Mantegna,Beverly D'Angelo,Philip Baker Hall,Crime Drama Thriller,Eye For An Eye,Crime Drama Thriller eye for an eye Joe Mantegna Beverly D'Angelo Philip Baker Hall John Schlesinger,eye for an eye
Roger Donaldson,Jason Statham,Saffron Burrows,Daniel Mays,Crime Drama Romance Thriller,The Bank Job,Crime Drama Romance Thriller the bank job Jason Statham Saffron Burrows Daniel Mays Roger Donaldson,the bank job
Michel Gondry,Kate Winslet,Kirsten Dunst,Tom Wilkinson,Drama Fantasy Romance Sci-Fi,Eternal Sunshine Of The Spotless Mind,Drama Fantasy Romance Sci-Fi eternal sunshine of the spotless mind Kate Winslet Kirsten Dunst Tom Wilkinson Michel Gondry,eternal sunshine of the spotless mind
